Gene	sgRNA	OMM23|beta	OMM23|z	OMM23|p-value	OMM23|fdr	OMM23|wald-p-value	OMM23|wald-fdr
BHLHE41	5	0.019615	0.25414	0.80429	0.97398	0.79939	0.94503
BHMT	5	-0.096369	-0.53321	0.58414	0.90829	0.59389	0.86502
BHMT2	5	-0.026248	-0.17829	0.91386	0.98622	0.85849	0.96446
BICC1	5	-0.12686	-0.8517	0.47795	0.86143	0.39438	0.77406
BICD1	5	-0.022919	-0.1625	0.9343	0.98988	0.87091	0.96772
BICD2	5	-0.16729	-1.0174	0.36094	0.79482	0.30896	0.72351
BID	11	-0.0039332	-0.043992	0.832	0.97806	0.96491	0.99213
BIK	5	0.2046	1.4997	0.036377	0.29059	0.1337	0.61713
BIN1	5	-0.012665	-0.103	0.99656	0.99939	0.91796	0.97995
BIN2	5	-0.07051	-0.55255	0.6911	0.94337	0.58057	0.8594
BIN3	4	0.23464	1.5713	0.028768	0.2572	0.11612	0.59912
BIRC2	4	-0.15087	-0.77726	0.42808	0.83635	0.43701	0.79238
BIRC3	5	0.21705	1.3641	0.026824	0.2482	0.17254	0.65049
BIRC5	5	-0.92722	-2.7208	0.00088859	0.021592	0.0065115	0.099102
BIRC6	5	-0.16032	-0.97663	0.3816	0.80804	0.32875	0.735
BIRC7	5	0.31218	1.9158	0.0012774	0.028714	0.055388	0.46625
BIRC8	5	0.1651	0.65187	0.095468	0.47565	0.51449	0.82898
BIVM	5	-0.042498	-0.23811	0.82689	0.97774	0.8118	0.94959
BLCAP	5	0.081568	0.8283	0.42075	0.83116	0.4075	0.78042
BLID	5	-0.028254	-0.21997	0.90159	0.98493	0.8259	0.95364
BLK	5	0.23921	1.4627	0.013773	0.16241	0.14354	0.6259
BLM	5	-0.045311	-0.33135	0.81284	0.97463	0.74038	0.92642
BLMH	5	-0.047188	-0.26865	0.80379	0.97398	0.7882	0.94157
BLNK	5	0.058324	0.44791	0.55531	0.89509	0.65422	0.89235
BLOC1S1	5	-0.047026	-0.43945	0.80445	0.97398	0.66034	0.89417
BLOC1S2	4	-0.24262	-1.1342	0.25386	0.70649	0.25671	0.69795
BLOC1S3	5	-0.098949	-1.0554	0.57431	0.90314	0.29123	0.71597
BLOC1S4	5	0.025178	0.24142	0.76691	0.96466	0.80923	0.94916
BLOC1S5	8	0.073584	0.70747	0.33572	0.78212	0.47927	0.81314
BLOC1S6	5	-0.070623	-0.50587	0.69049	0.94325	0.61295	0.87491
BLVRA	5	0.034322	0.41165	0.71032	0.95082	0.6806	0.9025
BLVRB	5	-0.09481	-1.6444	0.58986	0.91059	0.10009	0.58302
BLZF1	5	0.13815	1.1708	0.17072	0.60985	0.24168	0.68851
BMF	5	-0.18932	-1.2342	0.31284	0.76744	0.21714	0.67411
BMI1	5	-0.086889	-0.51617	0.62274	0.92269	0.60574	0.8716
BMP1	5	0.043867	0.34863	0.64467	0.92879	0.72737	0.92059
BMP10	5	-0.20161	-1.6356	0.28929	0.74596	0.10192	0.58371
BMP15	5	0.2269	1.4771	0.019938	0.2062	0.13965	0.62281
BMP2	5	-0.011853	-0.13757	0.99878	0.99956	0.89058	0.97363
BMP2K	5	-0.038927	-0.24911	0.84677	0.97829	0.80327	0.94668
BMP3	5	0.043195	0.41264	0.64889	0.92928	0.67987	0.90239
BMP4	5	-0.050759	-0.27699	0.78568	0.96905	0.78179	0.93984
BMP5	4	-0.037179	-0.27383	0.84205	0.97829	0.78421	0.94054
BMP6	5	0.18272	1.2634	0.063868	0.39289	0.20643	0.66696
BMP7	5	0.13447	1.2071	0.18227	0.62372	0.22738	0.68073
BMP8A	2	-0.011115	-0.094861	0.92169	0.98733	0.92443	0.98195
BMP8B	5	-0.03053	-0.27245	0.8882	0.98354	0.78528	0.94063
BMPER	5	-0.0069185	-0.054035	0.96884	0.99476	0.95691	0.98962
BMPR1A	5	-0.024947	-0.099869	0.92136	0.98721	0.92045	0.98021
BMPR1B	5	-0.0037504	-0.024864	0.95141	0.99343	0.98016	0.99457
BMPR2	5	-0.1116	-1.0441	0.5271	0.88233	0.29644	0.71733
BMS1	5	-0.89708	-3.4297	0.00099967	0.023226	0.00060422	0.016047
BMX	5	0.2247	1.3425	0.021826	0.21882	0.17943	0.65317
BNC1	5	-0.15957	-1.3166	0.38315	0.80938	0.18798	0.66033
BNC2	5	-0.0068474	-0.059324	0.96818	0.99476	0.95269	0.98888
BNIP1	5	-0.14715	-0.87855	0.41492	0.82924	0.37964	0.76517
BNIP2	5	0.022839	0.16469	0.78368	0.9689	0.86919	0.9674
BNIP3	5	-0.2656	-1.801	0.18316	0.62509	0.071699	0.52487
BNIP3L	5	0.16928	1.3413	0.087193	0.45573	0.17984	0.65317
BNIPL	5	0.015815	0.16423	0.82839	0.97786	0.86955	0.96746
BOC	5	0.024425	0.28403	0.77202	0.96656	0.77638	0.9385
BOD1	7	-0.033152	-0.4976	0.90714	0.98534	0.61877	0.87729
BOD1L1	5	-0.16645	-0.9336	0.36271	0.7953	0.35051	0.74761
BOD1L2	5	0.10822	1.0742	0.28696	0.74388	0.28273	0.71244
BOK	5	-0.006595	-0.069806	0.96679	0.99463	0.94435	0.98616
BOLA1	5	-0.030558	-0.29871	0.88798	0.98354	0.76516	0.93502
BOLA3	6	-0.36034	-2.1515	0.063257	0.39074	0.031437	0.3295
BOLL	5	0.12959	0.78582	0.19982	0.64911	0.43198	0.79032
BOP1	5	-0.75403	-3.2511	0.0042208	0.071496	0.0011497	0.026956
BORA	4	-0.22212	-1.0399	0.28552	0.74311	0.29839	0.71849
BPGM	5	0.098007	0.6612	0.336	0.78222	0.50849	0.82642
BPHL	5	0.043875	0.32565	0.64456	0.92879	0.74469	0.92739
BPI	5	-0.031049	-0.32312	0.8852	0.98354	0.74661	0.92791
BPIFA1	5	0.18962	1.3152	0.05426	0.36411	0.18844	0.66033
BPIFA2	5	0.11958	1.0082	0.23814	0.69462	0.31335	0.72568
BPIFA3	5	0.26542	1.5087	0.0063868	0.097623	0.13139	0.61559
BPIFB1	5	0.15938	1.077	0.10907	0.50749	0.28147	0.71186
BPIFB2	5	0.18538	1.1182	0.05998	0.3819	0.26348	0.70147
BPIFB3	5	0.033807	0.3307	0.71287	0.95152	0.74087	0.92654
BPIFB4	5	0.062572	0.64476	0.52966	0.88395	0.51908	0.83173
BPIFB6	5	0.21098	1.5894	0.031267	0.26977	0.11198	0.59539
BPIFC	5	0.15616	0.83576	0.11691	0.52014	0.40329	0.77858
BPNT1	5	0.10378	0.67744	0.30818	0.76333	0.49813	0.82209
BPTF	5	-0.7393	-3.0236	0.0049428	0.081801	0.0024978	0.047795
BPY2C	5	0.1365	0.64206	0.17583	0.61531	0.52083	0.83228
BRAF	4	-0.09455	-0.80838	0.59686	0.91487	0.41887	0.78472
BRAP	5	-0.27811	-1.8295	0.16694	0.6053	0.067323	0.51045
BRAT1	5	-0.41087	-2.4284	0.060591	0.38235	0.015165	0.1891
BRCA1	5	-0.070691	-0.36548	0.69021	0.94323	0.71475	0.91644
BRCA2	5	-0.061077	-0.63012	0.73581	0.95829	0.52862	0.83501
BRCC3	5	0.030326	0.27915	0.73614	0.95829	0.78013	0.93925
BRD1	5	-0.26036	-1.8639	0.19055	0.63726	0.06234	0.49493
BRD2	5	-0.28659	-2.0524	0.15711	0.58987	0.040133	0.39104
BRD3	5	0.15049	1.1356	0.13251	0.5518	0.25614	0.69758
BRD4	5	-0.61489	-2.9749	0.012052	0.15034	0.0029304	0.053352
BRD7	5	-0.27723	-1.5504	0.16794	0.60621	0.12104	0.60782
BRD8	5	-0.25581	-1.6981	0.19677	0.64518	0.089484	0.56883
BRD9	5	0.07915	0.76354	0.43424	0.83982	0.44514	0.79587
BRDT	5	0.093919	0.6624	0.35644	0.79334	0.50772	0.8262
BRE	5	0.15526	0.83151	0.11857	0.52264	0.40569	0.77995
BRF1	13	-1.2471	-6.2549	0	0	3.9771e-10	3.0703e-07
BRF2	5	-0.77078	-2.6476	0.0037765	0.066863	0.0081068	0.11743
BRI3	5	-0.076763	-0.77576	0.66333	0.93351	0.43789	0.79263
BRI3BP	5	0.024209	0.14414	0.77341	0.96673	0.88539	0.97184
BRICD5	5	0.091876	0.76672	0.36688	0.79792	0.44325	0.79465
BRINP1	5	0.17506	1.2088	0.076252	0.42839	0.22673	0.68073
BRINP2	5	0.057976	0.64468	0.55726	0.89669	0.51913	0.83173
BRINP3	5	-0.042535	-0.33703	0.82672	0.97761	0.73609	0.92446
BRIP1	5	-0.034497	-0.23878	0.86766	0.98221	0.81128	0.94959
BRIX1	5	-0.78197	-3.0944	0.0030545	0.056237	0.0019722	0.039856
BRK1	2	-0.05951	-0.39476	0.72826	0.95722	0.69302	0.90684
BRMS1	5	-0.3905	-2.1458	0.071976	0.41888	0.03189	0.33307
BRMS1L	5	-0.14425	-0.78766	0.42353	0.8329	0.4309	0.78965
BROX	5	0.18972	1.0756	0.054149	0.36411	0.2821	0.71244
BRPF1	5	-0.05505	-0.42212	0.76608	0.96466	0.67294	0.89921
BRPF3	5	0.060918	0.59721	0.54015	0.88931	0.55037	0.84434
BRS3	4	0.0055814	0.051874	0.92258	0.98746	0.95863	0.99025
BRSK1	5	0.26964	1.7272	0.0058314	0.091944	0.084138	0.55729
BRSK2	5	0.021495	0.34763	0.79207	0.97034	0.72812	0.92068
BRWD1	5	0.033553	0.30204	0.71498	0.95229	0.76262	0.93458
BRWD3	5	0.068724	0.61675	0.49439	0.86926	0.5374	0.83909
BSCL2	5	-0.2319	-1.4403	0.23226	0.68862	0.14978	0.63151
BSDC1	5	-0.079756	-0.69077	0.65134	0.92963	0.48971	0.81913
BSG	9	-0.07264	-0.83776	0.66633	0.93429	0.40216	0.77833
BSN	5	0.010269	0.086504	0.86521	0.98167	0.93107	0.98259
BSND	5	0.078888	0.56124	0.43619	0.84083	0.57463	0.85642
BSPH1	5	-0.10383	-0.42173	0.55443	0.89445	0.67322	0.89921
BSPRY	5	0.074887	0.88503	0.45813	0.8524	0.37614	0.76262
BST1	5	0.064264	0.75454	0.51894	0.87869	0.45053	0.79758
BST2	5	0.13136	1.3521	0.19382	0.64156	0.17633	0.65314
BSX	5	0.082486	0.74605	0.41631	0.82939	0.45564	0.79971
BTAF1	5	-0.79253	-2.8765	0.0026102	0.049474	0.0040214	0.068363
BTBD1	5	0.15402	0.98808	0.12218	0.53012	0.32312	0.73017
BTBD10	5	0.0007722	0.0075171	0.92325	0.98754	0.994	0.99807
BTBD11	5	0.10906	0.95862	0.28252	0.74003	0.33775	0.73949
BTBD16	4	0.12877	1.1677	0.26158	0.71513	0.24292	0.68929
BTBD17	5	0.096984	0.79368	0.3405	0.78413	0.42738	0.78842
BTBD18	5	-0.10587	-0.96412	0.54726	0.89152	0.33498	0.73827
BTBD2	5	0.07007	0.73016	0.48589	0.86581	0.46529	0.80534
BTBD3	5	-0.097254	-0.59238	0.58142	0.90728	0.5536	0.846
BTBD6	5	-0.12662	-1.1234	0.4784	0.86166	0.26125	0.70005
BTBD7	5	-0.37126	-2.0743	0.08375	0.44668	0.038048	0.37829
BTBD8	5	-0.075456	-0.3772	0.66833	0.93499	0.70602	0.91257
BTBD9	5	-0.075103	-0.72516	0.6695	0.93544	0.46836	0.80734
BTC	5	-0.064225	-0.56197	0.72204	0.95511	0.57413	0.85628
BTD	5	0.097591	0.78999	0.33783	0.78319	0.42954	0.78933
BTF3	4	-0.30398	-1.0309	0.17755	0.61706	0.3026	0.72095
BTF3L4	7	-0.19406	-1.5217	0.24547	0.70041	0.12808	0.6137
BTG1	5	0.12063	0.81093	0.23431	0.69017	0.4174	0.78415
BTG2	5	0.080217	0.5425	0.4288	0.83635	0.58747	0.86203
BTG3	4	0.10136	0.93658	0.38171	0.80804	0.34897	0.74702
BTG4	5	0.095284	0.55524	0.34983	0.79064	0.57873	0.85865
BTK	5	0.11871	0.84371	0.2417	0.69708	0.39883	0.77681
BTLA	5	-0.021227	-0.11929	0.94463	0.99218	0.90505	0.97746
BTN1A1	5	0.11046	1.2395	0.27635	0.73123	0.21516	0.67273
BTN2A1	5	0.037168	0.30595	0.68999	0.94314	0.75964	0.93356
BTN2A2	16	0.070107	0.89516	0.17305	0.61218	0.3707	0.75963
BTN3A1	7	0.077223	0.78955	0.35072	0.79116	0.42979	0.7895
BTN3A2	4	0.16401	1.2132	0.14356	0.57099	0.22506	0.67969
BTN3A3	5	0.021513	0.21154	0.79196	0.97033	0.83246	0.95522
BTNL3	5	0.12001	0.70892	0.23675	0.693	0.47838	0.81314
BTNL8	9	0.063274	0.83759	0.3666	0.7979	0.40226	0.77833
BTNL9	5	0.16529	1.4324	0.09519	0.47506	0.15203	0.63373
BTRC	5	-0.1548	-1.0894	0.39542	0.8167	0.27599	0.70845
BUB1	5	-0.7571	-2.7622	0.0041097	0.070076	0.0057419	0.089825
BUB1B	5	-0.60869	-2.7184	0.012385	0.15108	0.00656	0.099426
BUB3	5	-1.1731	-3.8022	0.00022215	0.0079681	0.00014342	0.0053915
BUD13	5	-0.59819	-2.9397	0.013496	0.16125	0.0032857	0.058421
BUD31	5	-1.7823	-3.8069	0	0	0.0001407	0.0053562
BVES	5	0.18153	1.4487	0.065867	0.4002	0.14742	0.62947
BYSL	5	-0.64609	-2.5704	0.0098301	0.13389	0.010158	0.14102
BZRAP1	5	-0.066146	-0.59131	0.71193	0.95083	0.55432	0.846
BZW1	5	-0.18729	-1.281	0.31651	0.76868	0.2002	0.66598
BZW2	5	0.054244	0.42683	0.58131	0.90728	0.6695	0.89806
C10orf10	5	-0.1747	-1.3346	0.34361	0.7862	0.182	0.65608
C10orf105	5	-0.10048	-1.1227	0.5682	0.90172	0.26155	0.70005
C10orf107	5	-0.087422	-0.41926	0.62002	0.92173	0.67502	0.89987
C10orf11	4	0.082805	0.27937	0.47723	0.86143	0.77996	0.93925
C10orf111	5	-0.022877	-0.26973	0.93458	0.99006	0.78737	0.94114
C10orf113	5	0.070145	0.37048	0.48562	0.86581	0.71103	0.91475
C10orf118	5	0.11434	0.73589	0.25886	0.71204	0.4618	0.80399
C10orf12	5	-0.0092301	-0.077287	0.98251	0.99573	0.93839	0.98443
C10orf120	5	0.14164	1.5717	0.15872	0.59328	0.11601	0.59889
C10orf126	5	0.1509	1.0014	0.13135	0.54906	0.31663	0.72663
C10orf128	5	-0.0088981	-0.072162	0.98073	0.99573	0.94247	0.9859
C10orf129	5	0.10233	0.75754	0.31506	0.76865	0.44873	0.79721
C10orf131	4	0.060572	0.28308	0.59891	0.91553	0.77712	0.9385
C10orf137	5	0.088522	0.68522	0.38437	0.80966	0.4932	0.82069
C10orf2	5	-0.22238	-2.0763	0.24858	0.70342	0.037862	0.37692
C10orf25	5	-0.010245	-0.08465	0.9875	0.99658	0.93254	0.98302
C10orf32	5	0.12684	0.95238	0.20954	0.6598	0.3409	0.74174
C10orf35	5	0.019389	0.16104	0.8059	0.97398	0.87206	0.96797
C10orf53	8	0.061823	0.52764	0.40959	0.82587	0.59775	0.8669
C10orf54	5	0.017639	0.19509	0.81745	0.97548	0.84533	0.96011
C10orf55	5	-0.029416	-0.40476	0.89492	0.9842	0.68566	0.90447
C10orf62	5	0.13149	1.2531	0.19344	0.64108	0.21018	0.66937
C10orf67	5	-0.0052275	-0.058864	0.95929	0.99436	0.95306	0.98898
C10orf68	5	0.11197	0.59179	0.2693	0.72381	0.55399	0.846
C10orf71	5	0.0351	0.27743	0.70421	0.9485	0.78145	0.93972
C10orf76	5	-0.21287	-1.3637	0.26574	0.7202	0.17265	0.6505
C10orf82	5	-0.099797	-1.1018	0.57098	0.90258	0.27056	0.70611
C10orf88	5	0.014102	0.056801	0.83978	0.97829	0.9547	0.98925
C10orf90	5	0.14675	1.1993	0.14356	0.57099	0.2304	0.68188
C10orf91	5	0.12472	0.86925	0.21826	0.67134	0.38471	0.76804
C10orf95	5	-0.13472	-1.2932	0.45274	0.85103	0.19594	0.66451
C10orf99	5	-0.020416	-0.21065	0.94979	0.99343	0.83316	0.95552
C11orf1	5	0.18337	1.0026	0.062701	0.38824	0.31603	0.72646
C11orf16	5	0.058532	0.404	0.55376	0.8941	0.68621	0.90468
C11orf21	5	0.039937	0.40684	0.67044	0.9361	0.68413	0.90384
C11orf24	5	-0.029239	-0.34114	0.89592	0.9842	0.733	0.92278
C11orf30	5	-0.20956	-1.4027	0.27163	0.72625	0.1607	0.64364
C11orf31	4	-0.32077	-1.9004	0.16117	0.59622	0.057383	0.47472
C11orf35	5	0.20991	1.5269	0.031878	0.27127	0.1268	0.61112
C11orf40	5	0.2394	1.1133	0.013773	0.16241	0.26557	0.70229
C11orf42	5	-0.061672	-0.48411	0.7337	0.95787	0.62831	0.88036
C11orf44	5	0.090293	0.6803	0.37482	0.80135	0.49631	0.82141
C11orf45	5	0.15563	0.96161	0.11802	0.52109	0.33624	0.73849
C11orf48	5	-0.22814	-1.8084	0.23914	0.69553	0.070552	0.52171
C11orf49	5	-0.00088243	-0.0076068	0.93274	0.98969	0.99393	0.99807
C11orf52	5	0.094478	0.75597	0.35394	0.79225	0.44967	0.79745
C11orf53	5	-0.0097668	-0.1069	0.98439	0.99573	0.91487	0.97972
C11orf54	5	0.0077992	0.043753	0.8811	0.98345	0.9651	0.99213
C11orf57	5	-0.13574	-0.75899	0.44991	0.84928	0.44786	0.79661
C11orf58	3	0.15749	0.74009	0.2292	0.68585	0.45925	0.80191
C11orf63	5	0.17974	1.3017	0.069199	0.41109	0.19301	0.66202
C11orf65	5	0.092698	0.42764	0.3626	0.79527	0.66891	0.89803
C11orf68	5	-0.19161	-1.6097	0.30884	0.76385	0.10746	0.58825
C11orf70	5	-0.16553	-1.1004	0.36582	0.79726	0.27114	0.70664
C11orf71	5	0.085342	0.73335	0.40098	0.8209	0.46335	0.80461
C11orf73	5	-0.27472	-1.8733	0.17111	0.60985	0.061031	0.49059
C11orf74	7	-0.20848	-1.6487	0.21632	0.66947	0.099201	0.58181
C11orf80	4	-0.15717	-1.0606	0.41297	0.82834	0.28888	0.71589
C11orf82	5	-0.050813	-0.29852	0.78546	0.96905	0.76531	0.93502
C11orf83	5	-0.54109	-2.9354	0.021215	0.21485	0.0033317	0.058871
C11orf84	5	-0.083548	-0.99365	0.63557	0.92594	0.32039	0.72872
C11orf85	5	-0.34432	-2.1504	0.10191	0.49038	0.031525	0.32983
C11orf86	5	-0.064803	-1.0077	0.71904	0.95423	0.31359	0.72591
C11orf87	5	0.082422	0.63553	0.41658	0.82959	0.52508	0.83334
C11orf88	5	0.0028337	0.03441	0.91064	0.98611	0.97255	0.99236
C11orf91	5	-0.043995	-0.39359	0.8185	0.97558	0.69388	0.90684
C11orf94	5	0.087674	0.89998	0.38837	0.81257	0.36813	0.75817
C12orf10	4	-0.074519	-0.48661	0.67466	0.93684	0.62653	0.88002
C12orf23	5	0.17946	1.0598	0.069755	0.41248	0.28922	0.71589
C12orf29	5	-0.059165	-0.46698	0.74575	0.96143	0.64051	0.886
C12orf39	5	0.14874	1.4063	0.13773	0.56116	0.15963	0.64129
C12orf4	5	0.14168	0.64522	0.15861	0.59327	0.51879	0.83166
C12orf40	5	-0.15152	-0.93773	0.40431	0.82255	0.34838	0.74696
C12orf42	5	0.1545	0.77368	0.1209	0.52789	0.43912	0.79343
C12orf43	5	-0.0075387	-0.076106	0.97273	0.99518	0.93933	0.98478
C12orf44	5	0.037817	0.40566	0.68572	0.94094	0.685	0.90419
C12orf45	5	-0.80237	-3.4906	0.0023326	0.045455	0.00048188	0.013536
C12orf49	5	0.062178	0.64343	0.53249	0.88535	0.51994	0.83211
C12orf5	5	0.18062	1.2357	0.067866	0.4072	0.21658	0.67368
C12orf50	5	-0.012359	-0.077932	0.99817	0.99939	0.93788	0.98441
C12orf52	5	0.15776	0.7465	0.11246	0.51213	0.45537	0.79949
C12orf54	5	0.028731	0.32867	0.74603	0.96143	0.7424	0.92696
C12orf56	5	-0.039833	-0.34696	0.84211	0.97829	0.72862	0.9208
C12orf57	5	0.02183	0.11538	0.79057	0.97018	0.90814	0.97824
C12orf60	5	0.18203	0.99835	0.064812	0.39586	0.31811	0.72764
C12orf61	5	0.094022	0.77071	0.35605	0.79334	0.44088	0.79375
C12orf65	5	-0.283	-2.3402	0.16139	0.59622	0.019273	0.22846
C12orf66	5	0.076284	0.66343	0.45018	0.84929	0.50705	0.8262
C12orf68	5	-0.09792	-0.70763	0.57875	0.90594	0.47918	0.81314
C12orf71	5	0.17079	1.3692	0.084472	0.44841	0.17094	0.65045
C12orf73	5	-0.23976	-1.5238	0.21959	0.67382	0.12755	0.61216
C12orf74	5	0.094402	0.65682	0.35449	0.79253	0.5113	0.82712
C12orf75	2	0.16583	0.44821	0.30845	0.76333	0.654	0.89219
C12orf76	5	0.11567	0.95754	0.25297	0.70548	0.3383	0.73994
C12orf77	5	0.081706	0.72389	0.41997	0.83072	0.46913	0.80734
C12orf79	8	0.0032044	0.02416	0.83622	0.97829	0.98072	0.99459
C13orf35	5	0.067838	0.54061	0.499	0.87026	0.58877	0.86275
C13orf45	5	-0.28435	-1.4722	0.16	0.59488	0.14097	0.62361
C14orf1	5	0.037645	0.18266	0.68699	0.9414	0.85507	0.96408
C14orf105	5	0.10073	0.68917	0.32356	0.77564	0.49072	0.81992
C14orf119	5	-0.092847	-0.66071	0.59813	0.91517	0.5088	0.8265
C14orf142	5	-0.14684	-1.1768	0.41586	0.82924	0.23929	0.68731
C14orf159	5	0.19383	1.0219	0.049539	0.34885	0.30682	0.72275
C14orf164	5	-0.322	-2.0892	0.12174	0.52958	0.036689	0.36849
C14orf166	4	-0.59538	-2.4484	0.025936	0.24285	0.014349	0.18157
C14orf166B	5	-0.0056473	-0.041272	0.96162	0.9946	0.96708	0.99217
C14orf177	5	0.12907	1.1467	0.20143	0.65082	0.25151	0.69472
C14orf178	4	-0.026047	-0.16652	0.90037	0.98493	0.86775	0.96692
C14orf180	5	0.038143	0.329	0.68311	0.94022	0.74215	0.92691
C14orf182	5	0.015398	0.12347	0.83161	0.97806	0.90173	0.97646
C14orf183	5	0.050374	0.44882	0.6068	0.91769	0.65356	0.89216
C14orf2	3	-0.13037	-0.59671	0.49123	0.86823	0.5507	0.84461
C14orf28	5	-0.14477	-0.85085	0.42175	0.83195	0.39485	0.77456
C14orf37	5	-0.015218	-0.1306	0.9814	0.99573	0.89609	0.97518
C14orf39	5	-0.1296	-0.42351	0.46923	0.85724	0.67192	0.89879
C14orf79	5	0.13214	1.2897	0.19121	0.6383	0.19715	0.66451
C14orf80	5	0.03852	0.3484	0.68044	0.93892	0.72754	0.92059
C14orf93	5	-0.02569	-0.31576	0.91675	0.98708	0.75219	0.93034
C15orf26	5	0.24592	1.7756	0.011663	0.1482	0.075794	0.53457
C15orf27	5	0.0042504	0.036643	0.90214	0.98493	0.97077	0.99236
C15orf32	5	0.050275	0.46847	0.60735	0.91769	0.63945	0.88555
C15orf38	5	-0.005146	-0.05158	0.95879	0.99436	0.95886	0.99027
C15orf38-AP3S2	1	0.05754	0.20764	0.86915	0.98268	0.83551	0.95686
C15orf39	5	0.097061	1.0112	0.34011	0.78413	0.31193	0.72485
C15orf40	5	0.041288	0.51646	0.66245	0.93327	0.60554	0.87145
C15orf41	5	-0.090892	-0.9057	0.60552	0.91769	0.36509	0.75719
C15orf43	4	0.057733	0.37056	0.61585	0.92071	0.71096	0.91475
C15orf48	5	0.11473	0.73744	0.25708	0.71047	0.46085	0.80299
C15orf52	5	0.0098708	0.090568	0.8681	0.98228	0.92784	0.9822
C15orf53	5	-0.035742	-0.5349	0.86171	0.98017	0.59272	0.86468
C15orf54	5	0.099618	1.4388	0.32839	0.77789	0.15021	0.63151
C15orf56	5	0.020095	0.20302	0.80101	0.97321	0.83912	0.95838
C15orf57	5	0.058876	0.48544	0.55209	0.89309	0.62737	0.88019
C15orf59	5	0.035745	0.25839	0.69927	0.94648	0.7961	0.94462
C15orf60	5	-0.037761	-0.38412	0.85266	0.97871	0.70089	0.9099
C15orf61	5	0.13112	1.2073	0.19466	0.64288	0.22731	0.68073
C15orf62	5	0.15501	1.4018	0.11913	0.52317	0.16096	0.6442
C15orf65	5	0.15854	1.0588	0.11091	0.51006	0.28967	0.71589
C16orf11	5	0.031124	0.26535	0.73076	0.95787	0.79074	0.94285
C16orf13	5	0.072691	0.8869	0.4714	0.85894	0.37513	0.76186
C16orf3	5	0.20177	1.4065	0.040042	0.30799	0.15958	0.64123
C16orf45	5	-0.013613	-0.11995	0.99073	0.9976	0.90452	0.97737
C16orf46	5	0.072608	0.66735	0.47179	0.85947	0.50455	0.82462
C16orf52	5	0.094	1.1496	0.3561	0.79334	0.2503	0.69401
C16orf54	5	0.26136	1.8481	0.0071643	0.10539	0.064595	0.50181
C16orf58	5	0.061705	0.6568	0.53521	0.88673	0.51131	0.82712
C16orf59	5	0.047296	0.51935	0.62507	0.92318	0.60352	0.86996
C16orf62	5	0.072531	0.76663	0.4724	0.85971	0.4433	0.79465
C16orf70	5	0.0024973	0.01966	0.91275	0.98622	0.98431	0.99589
C16orf71	5	-0.0069168	-0.066692	0.96884	0.99476	0.94683	0.98644
C16orf72	5	-0.034129	-0.27689	0.86977	0.98268	0.78187	0.93987
C16orf74	4	0.19669	1.1995	0.070976	0.41629	0.23033	0.68188
C16orf78	5	0.056302	0.69893	0.56831	0.90172	0.48459	0.81614
C16orf80	5	-0.24988	-1.9365	0.20532	0.65585	0.052812	0.45543
C16orf86	5	-0.13825	-1.2676	0.44207	0.84394	0.20493	0.66696
C16orf87	4	-0.22586	-1.4208	0.27991	0.7365	0.15536	0.63625
C16orf89	5	0.12023	1.1545	0.2357	0.69177	0.24829	0.69291
C16orf90	5	0.0012212	0.012806	0.92042	0.98721	0.98978	0.99759
C16orf91	5	0.012789	0.17863	0.84744	0.97829	0.85823	0.96446
C16orf92	5	-0.035923	-0.31626	0.86116	0.98017	0.75181	0.93025
C16orf93	5	0.11772	0.75578	0.2452	0.70041	0.44978	0.79745
C16orf95	5	-0.083471	-1.1218	0.6359	0.92594	0.26194	0.7001
C16orf96	5	0.13654	1.1424	0.17566	0.61531	0.25327	0.69587
C16orf97	5	-0.081586	-0.72431	0.64345	0.92815	0.46888	0.80734
C17orf102	5	-0.14561	-0.74357	0.41936	0.83044	0.45714	0.8009
C17orf104	5	-0.097708	-0.84207	0.58008	0.9065	0.39975	0.77697
C17orf105	4	-0.028398	-0.27615	0.88765	0.98354	0.78244	0.93993
C17orf107	5	0.18901	1.5917	0.055315	0.36712	0.11146	0.59466
C17orf112	5	0.13822	1.0459	0.17044	0.60985	0.29561	0.71687
C17orf47	5	0.092928	0.93419	0.36177	0.79517	0.35021	0.74758
C17orf49	6	-0.38145	-1.9251	0.052594	0.36046	0.054222	0.46162
C17orf50	5	-0.054921	-0.65104	0.76708	0.96466	0.51502	0.82911
C17orf51	5	-0.0015794	-0.016314	0.9378	0.99027	0.98698	0.99666
C17orf53	5	0.096251	0.84303	0.34444	0.78664	0.39921	0.77681
C17orf58	8	-0.1584	-1.6813	0.32195	0.77552	0.09271	0.57247
C17orf59	5	-0.00034363	-0.0026843	0.92919	0.98842	0.99786	0.9993
C17orf62	5	0.21662	1.671	0.027047	0.24898	0.094719	0.57425
C17orf64	5	0.1473	1.0974	0.14145	0.56726	0.27249	0.70772
C17orf66	5	0.085485	0.74617	0.40003	0.82049	0.45556	0.79966
C17orf70	5	0.0015215	0.015144	0.91892	0.98721	0.98792	0.99677
C17orf72	10	0.10937	1.3719	0.11913	0.52317	0.17009	0.64956
C17orf74	5	0.10291	1.2475	0.31228	0.7667	0.2122	0.67117
C17orf75	5	-0.29194	-2.1085	0.15223	0.5849	0.034987	0.35652
C17orf77	5	0.012651	0.091126	0.84816	0.97829	0.92739	0.98219
