Gene	sgRNA	Mel270|beta	Mel270|z	Mel270|p-value	Mel270|fdr	Mel270|wald-p-value	Mel270|wald-fdr
CCDC159	5	0.084937	0.81727	0.4574	0.82529	0.41377	0.71223
CCDC160	5	0.077596	0.78459	0.491	0.84175	0.4327	0.72408
CCDC166	5	0.00261	0.03306	0.8947	0.97577	0.97363	0.99091
CCDC167	5	-0.027833	-0.21497	0.94496	0.9889	0.82979	0.93029
CCDC169	11	0.025382	0.25317	0.60136	0.88207	0.80014	0.91543
CCDC169-SOHLH2	5	0.098994	0.57646	0.39093	0.78868	0.5643	0.79959
CCDC17	5	0.14207	1.37	0.22159	0.65117	0.1707	0.55385
CCDC170	5	0.29811	1.9471	0.0086638	0.11387	0.051525	0.40849
CCDC171	5	0.17002	1.4263	0.14473	0.55177	0.15378	0.54094
CCDC172	5	0.11514	0.54133	0.32317	0.74156	0.58828	0.81033
CCDC173	5	0.056016	0.35588	0.60158	0.88216	0.72193	0.88136
CCDC174	5	-0.58624	-2.9474	0.013107	0.15099	0.0032044	0.058281
CCDC175	5	-0.15755	-1.3685	0.42558	0.81109	0.17115	0.55385
CCDC176	5	0.10019	1.1719	0.38604	0.78596	0.24124	0.60429
CCDC177	5	-0.018717	-0.21008	0.98967	0.9972	0.83361	0.93166
CCDC178	5	0.095246	0.86695	0.40725	0.7997	0.38597	0.69507
CCDC179	2	0.19261	0.86682	0.30895	0.72865	0.38604	0.69507
CCDC180	5	0.21846	1.9116	0.058647	0.37014	0.05593	0.42201
CCDC181	5	0.034606	0.287	0.71809	0.9203	0.77412	0.9055
CCDC182	5	0.013059	0.12967	0.83733	0.96081	0.89683	0.96047
CCDC19	5	0.010163	0.076978	0.85249	0.96523	0.93864	0.9776
CCDC22	5	-0.29745	-2.1795	0.15389	0.56319	0.029294	0.30158
CCDC23	4	-0.24782	-1.441	0.26652	0.69798	0.14957	0.53618
CCDC24	5	0.18429	1.2936	0.11213	0.49828	0.19581	0.57255
CCDC25	5	0.024192	0.10046	0.77685	0.94129	0.91998	0.97042
CCDC27	5	-0.080488	-1.1671	0.69499	0.91291	0.24316	0.60562
CCDC28A	5	-0.0079565	-0.096157	0.95279	0.98973	0.9234	0.97198
CCDC28B	5	0.077347	0.73988	0.492	0.84211	0.45937	0.74021
CCDC3	6	0.14038	1.4219	0.18272	0.60311	0.15506	0.54181
CCDC30	5	0.11257	0.70151	0.33394	0.7491	0.48299	0.75353
CCDC33	5	0.23189	1.8232	0.04443	0.31797	0.068273	0.44611
CCDC34	5	0.13778	1.184	0.23637	0.66708	0.23642	0.60218
CCDC36	5	0.057159	0.5418	0.59497	0.8784	0.58795	0.81033
CCDC37	5	0.05809	0.58578	0.59019	0.87799	0.55802	0.7957
CCDC38	5	-0.20068	-0.75253	0.31789	0.7363	0.45173	0.73637
CCDC39	5	0.25608	1.8392	0.025047	0.22893	0.06588	0.44078
CCDC40	5	0.06846	0.69742	0.53671	0.85849	0.48554	0.75485
CCDC41	5	0.2513	1.369	0.027769	0.24213	0.17099	0.55385
CCDC42	5	0.23963	1.3432	0.03721	0.28718	0.17921	0.5627
CCDC42B	5	-0.047342	-0.55106	0.84427	0.96269	0.58159	0.80686
CCDC43	5	-0.13353	-0.85888	0.499	0.84398	0.39041	0.69757
CCDC47	5	-0.42579	-2.0525	0.057037	0.36509	0.040123	0.36654
CCDC50	5	0.25975	1.5185	0.022992	0.21596	0.1289	0.52286
CCDC51	5	0.070611	0.74847	0.52471	0.85338	0.45418	0.73797
CCDC53	5	-0.34818	-1.5967	0.10452	0.48744	0.11032	0.50328
CCDC54	5	-0.026918	-0.23479	0.94952	0.9889	0.81437	0.92192
CCDC58	4	-0.43694	-1.4739	0.077474	0.42656	0.1405	0.53216
CCDC59	5	-0.51248	-2.6709	0.025991	0.23342	0.0075659	0.11457
CCDC6	5	0.10624	0.98125	0.35999	0.76925	0.32647	0.65717
CCDC60	5	-0.016821	-0.16795	0.99933	0.99961	0.86662	0.94612
CCDC61	5	0.027615	0.29376	0.75486	0.93239	0.76894	0.90416
CCDC62	5	-0.017996	-0.1333	0.99389	0.99816	0.89395	0.9592
CCDC63	5	-0.064998	-0.49613	0.76064	0.93521	0.6198	0.82836
CCDC64	5	0.045309	0.36872	0.65784	0.90132	0.71233	0.87596
CCDC64B	5	-0.10372	-1.1175	0.59958	0.88145	0.26376	0.61888
CCDC65	5	0.068511	0.5785	0.53627	0.85809	0.56293	0.79874
CCDC66	5	0.026131	0.2211	0.7653	0.93744	0.82501	0.92816
CCDC67	5	0.19366	1.1881	0.095413	0.46876	0.2348	0.60122
CCDC68	5	0.12216	0.99801	0.2929	0.71531	0.31828	0.65286
CCDC69	5	0.22892	1.3314	0.047429	0.33126	0.18306	0.5649
CCDC7	5	0.18794	1.6019	0.1058	0.48896	0.10917	0.50237
CCDC70	5	0.14853	1.1685	0.20043	0.62461	0.24259	0.60507
CCDC71	5	-0.026658	-0.34841	0.95074	0.98915	0.72753	0.88357
CCDC71L	5	-0.26676	-1.8673	0.19455	0.61733	0.061863	0.43309
CCDC73	5	0.060677	0.36813	0.57531	0.87226	0.71278	0.87618
CCDC74A	4	-0.20941	-1.4989	0.33617	0.75099	0.1339	0.52696
CCDC74B	3	-0.53427	-2.439	0.072198	0.41218	0.014729	0.1843
CCDC77	5	0.23559	1.7138	0.041208	0.3036	0.086573	0.47678
CCDC78	5	-0.0091415	-0.18569	0.9594	0.99042	0.85269	0.93991
CCDC8	5	0.14421	1.3839	0.2146	0.64198	0.16639	0.55104
CCDC80	5	0.045386	0.32061	0.65717	0.90122	0.74851	0.89481
CCDC81	5	0.062839	0.87593	0.56498	0.86956	0.38107	0.69162
CCDC82	5	0.29577	1.1307	0.008997	0.11739	0.2582	0.61634
CCDC83	5	0.14748	1.2306	0.20449	0.63102	0.21848	0.58883
CCDC84	5	-1.4819	-4.263	0	0	2.0174e-05	0.0014887
CCDC85A	5	-0.18183	-1.7072	0.3626	0.77028	0.087776	0.47766
CCDC85B	5	0.1661	1.5123	0.15462	0.56436	0.13046	0.52422
CCDC85C	5	-0.042774	-0.48691	0.86716	0.96861	0.62632	0.83165
CCDC86	5	-0.93854	-3.5257	0.00083306	0.020718	0.00042238	0.013395
CCDC87	5	-0.12994	-1.0697	0.50983	0.8489	0.28477	0.63123
CCDC88A	5	-0.10801	-1.0547	0.58408	0.87744	0.29157	0.63375
CCDC88B	5	-0.13599	-1.2279	0.492	0.84211	0.21949	0.58978
CCDC88C	5	0.13677	0.96317	0.23992	0.6694	0.33546	0.66204
CCDC89	5	0.017856	0.14554	0.81223	0.95337	0.88429	0.95483
CCDC9	5	-0.10542	-0.92788	0.59302	0.8782	0.35347	0.67395
CCDC90B	8	-0.083993	-0.68822	0.65439	0.89947	0.49131	0.75839
CCDC91	5	0.24957	1.9572	0.029046	0.24846	0.050322	0.40487
CCDC92	5	0.17013	1.4238	0.14434	0.5511	0.1545	0.54121
CCDC93	5	-0.2573	-1.6604	0.20932	0.63652	0.096832	0.48873
CCDC94	5	-1.4633	-4.5795	0	0	4.6598e-06	0.00049356
CCDC96	5	0.11821	1.2377	0.30901	0.72865	0.21584	0.58645
CCDC97	5	0.19436	1.1171	0.094135	0.4654	0.26396	0.61913
CCER1	5	0.058725	0.4858	0.58697	0.87799	0.62711	0.83189
CCHCR1	5	0.053759	0.66513	0.6133	0.88615	0.50597	0.76709
CCIN	5	-0.11225	-1.0672	0.56964	0.87093	0.28589	0.63199
CCK	5	0.21749	1.7609	0.059869	0.37414	0.078251	0.46362
CCKAR	5	-0.05187	-0.46109	0.82228	0.95702	0.64473	0.84239
CCKBR	5	0.12928	1.4221	0.26691	0.69824	0.15499	0.54177
CCL1	5	-0.13309	-1.2363	0.49994	0.84398	0.21635	0.58676
CCL11	5	0.0058724	0.063182	0.87704	0.97065	0.94962	0.98188
CCL13	5	-0.36603	-2.0821	0.092247	0.461	0.037336	0.35253
CCL14	6	-0.1233	-1.0056	0.5075	0.84784	0.31462	0.65085
CCL15	5	-0.0088417	-0.066861	0.95801	0.99042	0.94669	0.98062
CCL16	5	-0.14334	-1.3771	0.46751	0.83078	0.16849	0.55221
CCL17	5	0.053631	0.64751	0.61396	0.88617	0.5173	0.7744
CCL18	5	-0.12748	-1.1884	0.51783	0.85061	0.23467	0.60122
CCL19	5	0.064156	0.66494	0.55865	0.86753	0.50609	0.76709
CCL2	5	0.061512	0.53004	0.57125	0.8714	0.59608	0.81539
CCL20	5	0.13538	1.0236	0.24442	0.6751	0.30602	0.64535
CCL21	5	0.10863	0.68783	0.35088	0.7644	0.49156	0.75858
CCL22	5	0.089769	0.71725	0.43263	0.81409	0.47322	0.74791
CCL23	7	0.026239	0.28969	0.69643	0.91347	0.77205	0.90478
CCL24	5	-0.14736	-1.2133	0.45457	0.82426	0.22502	0.59508
CCL25	5	0.15443	1.7386	0.18305	0.60311	0.082097	0.46856
CCL26	5	-0.40013	-2.3925	0.068921	0.40045	0.016733	0.20358
CCL27	5	-0.10132	-1.0398	0.60769	0.88427	0.29841	0.63852
CCL28	5	-0.039729	-0.38664	0.88348	0.97256	0.69902	0.86894
CCL3	4	0.20612	1.4365	0.1103	0.49563	0.15086	0.5387
CCL4	2	0.044528	0.1948	0.84322	0.96235	0.84555	0.93658
CCL5	5	0.01929	0.17548	0.80362	0.95066	0.8607	0.94367
CCL7	5	-0.38872	-1.9639	0.075975	0.42144	0.04954	0.40144
CCL8	5	-0.10366	-0.88715	0.59958	0.88145	0.375	0.68814
CCM2	5	-0.28689	-1.7611	0.16711	0.58564	0.078222	0.46362
CCM2L	5	0.14207	1.3006	0.22159	0.65117	0.19338	0.57104
CCNA1	5	0.11477	0.82349	0.32461	0.74254	0.41023	0.71009
CCNA2	5	-0.29021	-2.2976	0.16311	0.57872	0.021582	0.24441
CCNB1	5	-0.93786	-3.8228	0.00083306	0.020718	0.00013196	0.005604
CCNB1IP1	5	-0.31547	-1.9929	0.13496	0.53668	0.046267	0.3913
CCNB2	5	0.10586	1.1381	0.36149	0.77021	0.25506	0.6142
CCNB3	9	0.038587	0.44654	0.56714	0.87002	0.65521	0.84714
CCNC	5	-0.21221	-1.3736	0.29218	0.71423	0.16958	0.55293
CCND1	5	-2.0087	-5.7913	0	0	6.9855e-09	7.3989e-06
CCND2	5	0.18001	1.2292	0.12129	0.51668	0.21898	0.58963
CCND3	15	-0.11983	-1.6857	0.37499	0.7792	0.091847	0.48462
CCNDBP1	4	-0.058397	-0.79477	0.79546	0.94835	0.42675	0.72069
CCNE1	5	-0.1588	-1.517	0.42175	0.80905	0.12928	0.5231
CCNE2	5	-0.11813	-0.73352	0.55059	0.8642	0.46324	0.74182
CCNF	5	0.042753	0.44094	0.67316	0.90665	0.65926	0.84922
CCNG1	5	0.12517	0.99354	0.28279	0.70996	0.32045	0.65433
CCNG2	5	0.15259	0.97668	0.18888	0.613	0.32873	0.65857
CCNH	5	-0.76397	-3.3843	0.0031101	0.054795	0.00071352	0.019675
CCNI	5	-0.13999	-1.0893	0.47845	0.83644	0.27602	0.62679
CCNI2	5	-0.108	-0.94764	0.58408	0.87744	0.34331	0.66671
CCNJ	4	0.14394	0.92554	0.26991	0.70127	0.35468	0.67431
CCNJL	5	0.11248	1.115	0.3345	0.74969	0.26486	0.61961
CCNK	5	-1.6599	-4.5113	0	0	6.4422e-06	0.00064222
CCNL1	5	-0.38059	-2.5105	0.081362	0.43562	0.012055	0.1611
CCNL2	5	0.087408	0.86984	0.44635	0.82013	0.38439	0.69375
CCNO	5	0.031853	0.30389	0.73298	0.92624	0.76122	0.90004
CCNT1	5	-0.19968	-1.3467	0.32028	0.73882	0.17807	0.56094
CCNT2	5	-0.06772	-0.35249	0.74875	0.93059	0.72447	0.88218
CCNY	5	0.093091	1.0623	0.41853	0.80773	0.28809	0.63316
CCNYL1	5	0.17459	0.59272	0.13257	0.53293	0.55337	0.79257
CCP110	5	-0.20536	-1.3696	0.3069	0.72647	0.1708	0.55385
CCPG1	4	0.17526	1.1866	0.177	0.59637	0.23538	0.60154
CCR1	5	0.049475	0.31274	0.63501	0.8937	0.75448	0.8973
CCR10	5	0.11327	1.2441	0.3305	0.74602	0.21346	0.58515
CCR2	5	0.30767	1.8331	0.0058869	0.086743	0.066786	0.44179
CCR3	5	-0.013913	-0.11815	0.98384	0.99528	0.90595	0.96456
CCR4	5	0.16684	1.0416	0.15312	0.56208	0.29761	0.63798
CCR5	5	0.23711	1.6047	0.039431	0.29596	0.10857	0.50225
CCR6	5	0.22248	1.3959	0.054482	0.35764	0.16275	0.54846
CCR7	5	-0.26776	-2.4459	0.19288	0.61611	0.014449	0.18206
CCR8	5	0.095307	0.93187	0.40698	0.7997	0.35141	0.67232
CCR9	5	0.10015	1.0588	0.3862	0.78612	0.2897	0.63375
CCRL2	5	0.26332	1.6971	0.021049	0.20509	0.089679	0.48059
CCRN4L	5	0.042509	0.29172	0.67428	0.90687	0.7705	0.90448
CCS	5	-0.090363	-0.61591	0.653	0.89886	0.53795	0.78369
CCSAP	5	0.18876	1.3662	0.10413	0.48638	0.17189	0.55385
CCSER1	5	0.055666	0.46391	0.60285	0.88231	0.64271	0.84104
CCSER2	10	0.05935	0.57699	0.40859	0.80048	0.56395	0.79944
CCT2	5	-1.1686	-3.0161	0.00011107	0.004386	0.0025601	0.049673
CCT3	5	-2.0073	-5.3574	0	0	8.4435e-08	3.7081e-05
CCT4	5	-2.2241	-4.7357	0	0	2.1831e-06	0.00031081
CCT5	5	-1.286	-3.1503	0.00011107	0.004386	0.0016308	0.035879
CCT6A	4	-1.9717	-5.0869	0	0	3.6389e-07	8.2313e-05
CCT6B	5	-0.069374	-0.70772	0.74109	0.92958	0.47912	0.7512
CCT7	5	-1.2957	-3.4915	0.00011107	0.004386	0.00048034	0.014512
CCT8	5	-2.0451	-5.0863	0	0	3.6517e-07	8.2313e-05
CCT8L2	5	-0.47189	-2.5088	0.038265	0.29114	0.012116	0.16148
CCZ1	2	0.064856	0.20834	0.76125	0.93538	0.83496	0.9323
CCZ1B	5	-0.039922	-0.31744	0.88254	0.97256	0.75091	0.89562
CD101	5	-0.00027735	-0.0024635	0.91175	0.98049	0.99803	0.9997
CD109	5	0.06126	0.52909	0.57292	0.87211	0.59674	0.81574
CD14	5	0.029793	0.28667	0.74281	0.92961	0.77437	0.90558
CD151	5	0.1101	1.4375	0.34522	0.76012	0.15057	0.53813
CD160	5	-0.14658	-1.2322	0.4564	0.8247	0.21786	0.5882
CD163	5	-0.021366	-0.16713	0.97645	0.99277	0.86727	0.94631
CD163L1	5	0.053892	0.24609	0.6128	0.88615	0.80561	0.91786
CD164	5	-0.077629	-0.87574	0.70582	0.91662	0.38117	0.69162
CD164L2	5	0.13961	1.2745	0.23009	0.66098	0.20248	0.57681
CD177	5	-0.089353	-0.72381	0.65745	0.90132	0.46918	0.74489
CD180	5	0.032503	0.25773	0.7292	0.92491	0.79661	0.91477
CD19	5	-0.094117	-0.94765	0.63712	0.89466	0.34331	0.66671
CD1A	5	0.15067	1.5365	0.19394	0.61677	0.12441	0.51914
CD1B	5	0.1199	0.81302	0.30173	0.72299	0.41621	0.71369
CD1C	5	0.015142	0.14184	0.82634	0.95753	0.88721	0.95642
CD1D	5	0.077862	0.65967	0.48978	0.84175	0.50947	0.76888
CD1E	23	-0.16844	-2.3025	0.10752	0.49287	0.021304	0.24202
CD2	4	-0.19075	-1.0421	0.37665	0.77999	0.29736	0.63798
CD200	5	-0.34803	-1.8148	0.10463	0.48746	0.06956	0.4486
CD200R1	7	0.0034105	0.02803	0.83667	0.96061	0.97764	0.99183
CD200R1L	5	0.02175	0.16372	0.79046	0.94691	0.86995	0.94792
CD209	7	0.18938	1.8895	0.052371	0.349	0.05882	0.42722
CD22	5	0.087191	1.0125	0.44724	0.82073	0.31132	0.64782
CD226	5	0.36911	1.88	0.0011663	0.026786	0.060107	0.43067
CD244	5	-0.033082	-0.20747	0.91786	0.98264	0.83565	0.93249
CD247	5	-0.050382	-0.4912	0.8295	0.95857	0.62328	0.82972
CD248	5	0.087131	1.095	0.44763	0.82111	0.2735	0.62562
CD27	5	0.14852	1.3824	0.20043	0.62461	0.16684	0.55169
CD274	6	0.22936	1.7461	0.025769	0.23281	0.080789	0.46681
CD276	8	-0.19402	-1.3222	0.24747	0.67854	0.18612	0.56617
CD28	9	-0.045715	-0.47289	0.86777	0.9687	0.63629	0.83702
CD2AP	5	0.19543	1.176	0.09208	0.46094	0.23961	0.6038
CD2BP2	5	-0.030975	-0.55458	0.92836	0.98526	0.57919	0.80637
CD300A	5	0.15676	1.2613	0.17716	0.59637	0.2072	0.57968
CD300C	5	-0.30753	-2.2057	0.14312	0.54888	0.027404	0.28814
CD300LD	5	0.099369	0.81968	0.38976	0.7882	0.4124	0.71145
CD300LF	5	-0.12633	-1.1087	0.52133	0.85205	0.26758	0.62217
CD300LG	5	-0.047799	-0.42883	0.84194	0.96181	0.66805	0.85402
CD302	6	0.15103	0.91546	0.1525	0.56154	0.35995	0.67859
CD320	5	0.12339	1.3851	0.28846	0.71258	0.16601	0.55093
CD33	9	0.047938	0.47707	0.50761	0.84787	0.63331	0.83523
CD34	5	0.17469	1.2614	0.1324	0.5325	0.20718	0.57968
CD36	5	-0.039483	-0.28476	0.88476	0.97265	0.77583	0.90642
CD37	5	0.0072546	0.052265	0.86816	0.96886	0.95832	0.98483
CD38	5	0.15375	1.4713	0.18533	0.60739	0.14121	0.53216
CD3D	5	-0.1437	-0.66644	0.46623	0.82987	0.50513	0.76638
CD3E	5	0.14591	0.91383	0.20949	0.63652	0.36081	0.67943
CD3EAP	5	-0.46276	-2.4037	0.041542	0.30481	0.016229	0.19908
CD3G	5	0.029665	0.15959	0.74353	0.92961	0.87321	0.9494
CD4	5	0.068593	0.52254	0.53593	0.85809	0.6013	0.81787
CD40	5	-0.017404	-0.15782	0.99756	0.99922	0.8746	0.95022
CD40LG	5	0.24421	1.128	0.033489	0.27077	0.25934	0.61663
CD44	5	0.15969	1.1791	0.17	0.58843	0.23838	0.60299
CD46	5	-0.13717	-1.017	0.48823	0.84093	0.30916	0.64692
CD47	5	0.1694	0.72531	0.1464	0.55439	0.46826	0.74444
CD48	5	0.060731	0.454	0.57514	0.87226	0.64983	0.84513
CD5	5	-0.12246	-1.0204	0.5346	0.85802	0.30752	0.64593
CD52	1	-0.11404	-0.89833	0.64951	0.89853	0.36901	0.68505
CD53	5	-0.013132	-0.15255	0.97917	0.99352	0.87876	0.95176
CD55	5	0.0083493	0.07211	0.86277	0.96773	0.94251	0.97883
CD58	5	-0.17664	-1.4748	0.37421	0.77868	0.14027	0.53188
CD59	5	0.1338	0.81671	0.25047	0.68141	0.4141	0.71229
CD5L	5	-0.040379	-0.40518	0.87926	0.97123	0.68534	0.86247
CD6	5	-0.023618	-0.28237	0.96446	0.99042	0.77766	0.90684
CD63	5	-0.14251	-1.1029	0.47007	0.83184	0.27006	0.62319
CD68	5	0.23386	1.6327	0.042486	0.30947	0.10253	0.49483
CD69	5	0.14408	0.95763	0.21498	0.64249	0.33825	0.66358
CD7	5	-0.14707	-1.9957	0.4554	0.82426	0.045968	0.39006
CD70	5	0.011699	0.074926	0.84461	0.96269	0.94027	0.97787
CD72	5	0.099691	1.0554	0.38826	0.78727	0.29125	0.63375
CD74	5	0.13558	1.219	0.24381	0.67424	0.22286	0.593
CD79A	5	0.19339	1.6892	0.096024	0.47044	0.091188	0.48322
CD79B	8	-0.10632	-0.96986	0.54648	0.86226	0.33212	0.6604
CD80	5	0.10657	0.58603	0.3586	0.7686	0.55786	0.7957
CD81	5	0.24904	1.4417	0.029435	0.25071	0.1494	0.53586
CD82	5	0.22517	1.5678	0.05115	0.34494	0.11693	0.51234
CD83	5	-0.13564	-1.002	0.49322	0.84261	0.31636	0.65243
CD84	7	0.032373	0.3899	0.66195	0.90282	0.69661	0.8675
CD86	4	-0.12328	-0.96815	0.5567	0.86642	0.33297	0.66044
CD8A	5	0.047515	0.38559	0.64567	0.89703	0.6998	0.86931
CD8B	5	-0.79373	-3.4286	0.0023881	0.045696	0.00060681	0.01751
CD9	5	0.026818	0.17371	0.76075	0.93521	0.8621	0.94407
CD93	5	0.12717	1.7072	0.27485	0.70387	0.087781	0.47766
CD96	5	-0.11811	-1.3333	0.55065	0.8642	0.18245	0.56401
CD97	5	0.25143	1.8408	0.027769	0.24213	0.065652	0.44078
CD99	5	0.19786	1.5036	0.08736	0.4484	0.13269	0.52696
CD99L2	5	0.045953	0.44203	0.65445	0.89947	0.65846	0.84884
CDA	5	0.40975	1.8885	0.00022215	0.0075901	0.058957	0.42771
CDADC1	5	-0.11473	-0.77588	0.56154	0.86816	0.43782	0.72751
CDAN1	5	-0.43795	-2.5358	0.051316	0.34555	0.011219	0.15304
CDC123	5	-1.7414	-4.7841	0	0	1.7174e-06	0.00027126
CDC14A	5	0.18139	1.0224	0.11802	0.51057	0.3066	0.64535
CDC14B	5	0.23619	1.5384	0.040487	0.29988	0.12396	0.51875
CDC16	5	-1.4696	-4.6019	0	0	4.1867e-06	0.00045688
CDC20	5	-1.5209	-4.3071	0	0	1.6541e-05	0.0012935
CDC20B	5	0.042124	0.43806	0.67605	0.90725	0.66134	0.85034
CDC23	5	-1.9104	-5.025	0	0	5.0356e-07	0.00010145
CDC25A	5	-0.054369	-0.37102	0.80979	0.9527	0.71063	0.87551
CDC25B	5	0.23457	1.7593	0.042042	0.30735	0.078524	0.46362
CDC25C	5	0.17261	1.4518	0.13701	0.53873	0.14655	0.533
CDC26	5	-0.89101	-3.4426	0.0011107	0.02594	0.00057605	0.01673
CDC27	5	-2.5826	-6.0445	0	0	1.4985e-09	2.998e-06
CDC34	5	0.01325	0.11695	0.83644	0.96059	0.9069	0.96482
CDC37	5	-0.61688	-2.9146	0.010552	0.13167	0.0035612	0.0633
CDC37L1	5	0.26652	1.2684	0.019382	0.19421	0.20466	0.57773
CDC40	5	-0.71435	-2.8328	0.0047762	0.074266	0.0046141	0.077214
CDC42	5	-0.8894	-3.5213	0.0011107	0.02594	0.00042947	0.013508
CDC42BPA	5	-0.11281	-0.72106	0.56764	0.87002	0.47087	0.74622
CDC42BPB	5	0.18984	1.7619	0.10235	0.48145	0.078083	0.46362
CDC42BPG	5	-0.12459	-0.9759	0.5271	0.8542	0.32911	0.65859
CDC42EP1	5	0.032262	0.33205	0.73065	0.92493	0.73985	0.88983
CDC42EP2	5	-0.092015	-0.81906	0.6459	0.89703	0.41275	0.71145
CDC42EP3	5	0.031032	0.16019	0.73703	0.9285	0.87273	0.94922
CDC42EP4	5	0.031485	0.29479	0.73442	0.92683	0.76815	0.90396
CDC42EP5	5	-0.031374	-0.33429	0.92614	0.98466	0.73816	0.88904
CDC42SE1	5	-0.33984	-2.1893	0.1123	0.49828	0.028577	0.29631
CDC42SE2	5	0.12471	0.68907	0.28379	0.70996	0.49078	0.75817
CDC45	5	-1.6302	-4.4141	0	0	1.0142e-05	0.00090852
CDC5L	5	-0.83625	-3.0759	0.0018327	0.038018	0.002099	0.043095
CDC6	5	-1.4871	-4.0551	0	0	5.0121e-05	0.0027769
CDC7	5	-1.87	-4.5736	0	0	4.793e-06	0.0005047
CDC73	5	-1.0803	-3.2673	0.00027769	0.0085034	0.0010857	0.026488
CDCA2	5	0.0043438	0.048131	0.88554	0.97291	0.96161	0.9862
CDCA3	4	-0.21861	-1.3695	0.31773	0.73627	0.17083	0.55385
CDCA4	5	0.00025999	0.0030344	0.90892	0.98035	0.99758	0.99965
CDCA5	5	-0.76929	-3.3915	0.0030545	0.054187	0.00069511	0.019405
CDCA7	5	0.063032	0.73993	0.56398	0.86906	0.45934	0.74021
CDCA7L	5	0.057517	0.58236	0.59347	0.8782	0.56032	0.79693
CDCA8	5	-0.67984	-2.5359	0.0063868	0.091926	0.011217	0.15304
CDCP1	5	0.10189	0.9896	0.37865	0.78126	0.32237	0.65544
CDCP2	5	-0.21063	-0.84412	0.29523	0.71685	0.3986	0.70349
CDH1	5	0.18591	1.1602	0.10974	0.49487	0.24596	0.60703
CDH10	5	0.16056	1.2974	0.16844	0.58665	0.19448	0.57153
CDH11	5	0.035207	0.3893	0.71343	0.9181	0.69705	0.86756
CDH12	4	0.030184	0.3327	0.79185	0.94737	0.73936	0.88983
CDH13	5	0.17314	1.2467	0.13618	0.53794	0.21252	0.585
CDH15	4	0.049136	0.64982	0.69605	0.91347	0.51581	0.77332
CDH16	5	0.087877	0.89519	0.44374	0.81907	0.37069	0.68574
CDH17	5	0.02586	0.23254	0.76719	0.93815	0.81612	0.92273
CDH18	5	0.14596	1.2529	0.2091	0.6363	0.21026	0.58307
CDH19	5	0.18014	1.3989	0.12079	0.51565	0.16183	0.54702
CDH2	5	0.019961	0.21555	0.80029	0.94967	0.82934	0.93006
CDH20	5	0.27938	1.7688	0.014273	0.16012	0.076929	0.4613
CDH22	5	0.10145	1.1196	0.38043	0.78197	0.2629	0.61803
CDH23	10	-0.00073149	-0.0090712	0.82123	0.95642	0.99276	0.99803
CDH24	5	-0.044146	-0.34035	0.85994	0.96692	0.73359	0.88694
CDH26	10	0.21485	1.8797	0.0081639	0.11028	0.060152	0.43074
CDH3	5	-0.027759	-0.27444	0.94507	0.9889	0.78374	0.90975
CDH4	5	0.13701	1.2219	0.23898	0.66869	0.22174	0.59215
CDH5	5	0.10642	0.71266	0.35921	0.7689	0.47606	0.75
CDH6	5	0.065566	0.51363	0.5517	0.86437	0.60751	0.82145
CDH7	5	0.072837	0.77983	0.51444	0.85013	0.43549	0.72586
CDH8	5	-0.01242	-0.11076	0.97506	0.99209	0.9118	0.96701
CDH9	5	0.12216	1.1198	0.2929	0.71531	0.26279	0.61803
CDHR1	5	0.098639	1.3463	0.39292	0.79048	0.17822	0.561
CDHR2	5	0.10908	0.78606	0.34877	0.76263	0.43183	0.72372
CDHR3	5	-0.054572	-0.4975	0.80884	0.95246	0.61884	0.82802
CDHR4	5	-0.10586	-1.2839	0.59186	0.87817	0.19917	0.5751
CDHR5	5	0.13859	1.2857	0.23376	0.66451	0.19856	0.57438
CDIP1	5	-0.062839	-0.43069	0.77041	0.93916	0.66669	0.85323
CDIPT	5	-1.8695	-5.2039	0	0	1.9514e-07	5.9554e-05
CDK1	5	-1.0477	-3.9665	0.00027769	0.0085034	7.2942e-05	0.0037354
CDK10	5	0.092502	1.0324	0.42103	0.80905	0.3019	0.64105
CDK11A	5	-1.1839	-4.239	0.00011107	0.004386	2.2447e-05	0.0015976
CDK12	5	-1.0822	-3.8905	0.00027769	0.0085034	0.00010004	0.0046665
CDK13	5	-0.18498	-1.371	0.35438	0.76593	0.17037	0.55385
CDK14	4	0.054788	0.34524	0.66706	0.9039	0.72992	0.88475
CDK15	5	0.24851	1.5068	0.030157	0.25541	0.13186	0.52626
CDK16	5	0.13714	1.458	0.23864	0.66858	0.14483	0.53216
CDK17	5	-0.06333	-0.66153	0.76758	0.93815	0.50827	0.76857
CDK18	5	-0.076612	-0.78476	0.7101	0.9181	0.4326	0.72405
CDK19	5	0.14409	1.134	0.21498	0.64249	0.25681	0.61533
CDK2	5	-0.80097	-3.2968	0.0022215	0.04315	0.00097801	0.024664
CDK20	5	-0.007921	-0.091422	0.95268	0.98973	0.92716	0.9736
CDK2AP1	7	-0.11512	-0.97823	0.52971	0.85581	0.32796	0.65785
CDK2AP2	5	-0.039253	-0.44213	0.88587	0.9731	0.6584	0.84884
CDK3	5	-0.045041	-0.346	0.85633	0.96568	0.72934	0.88432
CDK4	5	-1.0668	-3.9183	0.00027769	0.0085034	8.9183e-05	0.0042531
CDK5	5	-0.051227	-0.4057	0.82539	0.95745	0.68496	0.86233
CDK5R1	5	-0.0784	-0.74205	0.7031	0.91606	0.45806	0.73968
